timestamp,connected_devices,upload_mbps,download_mbps,latency_ms,packet_loss_percent,bandwidth_usage_percent,throughput_mbps,congestion_level
2026-08-01 08:42:00,73,21.42,39.98,50.04,2.94,50.34,61.54,Moderate
2026-08-01 08:43:00,31,4.66,7.54,8.64,0.54,8.57,15.23,Normal
2026-08-01 08:44:00,42,9.86,43.3,69.62,1.97,43.33,56.63,Moderate
2026-08-01 08:45:00,65,13.49,63.99,69.94,1.6,64.33,77.38,Moderate
2026-08-01 08:46:00,21,6.3,27.3,21.56,0.68,27.25,36.5,Normal
2026-08-01 08:47:00,30,3.75,24.98,18.14,0.15,24.68,31.98,Normal
2026-08-01 08:48:00,30,2.15,66.32,27.79,2.72,57.56,68.59,Moderate
2026-08-01 08:49:00,5,4.95,11.39,30.02,0.51,12.74,16.68,Normal
2026-08-01 08:50:00,18,5.52,4.97,23.07,0.0,6.42,9.16,Normal
2026-08-01 08:51:00,29,5.11,14.28,5.49,0.45,15.65,20.89,Normal
2026-08-01 08:52:00,63,19.16,40.04,16.33,1.69,50.95,56.85,Moderate
2026-08-01 08:53:00,84,15.02,43.9,66.48,3.65,49.85,58.51,Moderate
2026-08-01 08:54:00,55,9.2,66.28,49.59,1.98,63.36,72.36,Moderate
2026-08-01 08:55:00,53,14.46,63.61,34.17,1.89,61.31,79.56,Moderate
2026-08-01 08:56:00,10,5.54,29.01,20.47,0.76,30.11,35.49,Normal
2026-08-01 08:57:00,30,11.93,84.53,46.03,2.39,79.33,97.34,Moderate
2026-08-01 08:58:00,16,5.65,40.48,13.61,0.53,37.94,45.91,Normal
2026-08-01 08:59:00,35,2.42,26.5,20.12,0.78,23.34,29.85,Normal
2026-08-01 09:00:00,29,11.73,47.08,52.33,2.82,50.73,55.34,Moderate
2026-08-01 09:01:00,33,5.75,18.96,11.24,0.63,22.52,27.21,Normal
2026-08-01 09:02:00,57,15.02,61.95,33.92,1.98,65.26,77.7,Moderate
2026-08-01 09:03:00,75,14.46,54.13,80.1,3.1,56.52,62.85,Moderate
2026-08-01 09:04:00,77,13.47,30.97,76.73,1.02,35.21,45.12,Moderate
2026-08-01 09:05:00,48,20.39,43.94,49.86,2.42,57.33,60.58,Moderate
2026-08-01 09:06:00,74,15.88,49.81,36.85,3.06,54.33,65.04,Moderate
2026-08-01 09:07:00,11,3.84,18.07,22.17,0.36,18.24,23.21,Normal
2026-08-01 09:08:00,29,9.46,18.65,8.59,0.62,21.72,30.84,Normal
2026-08-01 09:09:00,11,6.99,39.83,23.83,0.31,38.6,46.39,Normal
2026-08-01 09:10:00,18,5.36,33.21,12.53,0.51,33.45,40.41,Normal
2026-08-01 09:11:00,10,4.46,27.96,12.43,0.08,27.49,29.15,Normal
2026-08-01 09:12:00,67,3.31,76.72,101.34,9.8,67.41,78.7,High
2026-08-01 09:13:00,20,7.88,10.87,17.14,0.37,18.66,23.4,Normal
2026-08-01 09:14:00,20,4.35,17.25,21.06,0.27,20.94,20.81,Normal
2026-08-01 09:15:00,32,9.6,21.09,18.54,0.75,27.5,31.4,Normal
2026-08-01 09:16:00,33,5.92,15.17,23.93,0.31,14.85,18.52,Normal
2026-08-01 09:17:00,83,4.16,34.87,59.64,3.01,28.01,39.01,Moderate
2026-08-01 09:18:00,38,23.48,50.05,36.14,1.65,62.17,76.94,Moderate
2026-08-01 09:19:00,79,13.57,58.76,62.95,2.7,62.03,70.71,Moderate
2026-08-01 09:20:00,73,13.89,55.94,48.76,1.98,56.05,68.59,Moderate
2026-08-01 09:21:00,19,2.79,19.17,19.94,0.01,15.94,23.39,Normal
2026-08-01 09:22:00,51,19.63,44.5,62.95,1.81,49.23,65.13,Moderate
2026-08-01 09:23:00,30,9.0,21.65,18.79,0.32,27.33,31.75,Normal
2026-08-01 09:24:00,31,5.42,8.54,13.71,0.63,7.77,13.33,Normal
2026-08-01 09:25:00,16,0.1,11.86,16.6,0.25,12.12,11.11,Normal
2026-08-01 09:26:00,71,2.33,49.96,67.26,2.5,45.53,52.9,Moderate
2026-08-01 09:27:00,7,9.02,12.68,12.24,0.49,16.22,18.32,Normal
2026-08-01 09:28:00,25,6.68,19.91,19.42,0.27,21.69,29.32,Normal
2026-08-01 09:29:00,32,3.39,7.75,21.31,0.4,7.84,8.01,Normal
2026-08-01 09:30:00,24,2.25,19.08,14.23,0.12,19.39,22.87,Normal
2026-08-01 09:31:00,82,11.04,50.25,60.1,1.27,49.19,59.0,Moderate
2026-08-01 09:32:00,34,5.32,12.69,22.38,0.0,14.57,18.07,Normal
2026-08-01 09:33:00,13,4.97,24.73,9.28,0.0,26.81,29.77,Normal
2026-08-01 09:34:00,16,7.38,24.77,17.08,0.44,26.55,30.74,Normal
2026-08-01 09:35:00,85,1.28,32.55,72.14,1.11,25.42,32.92,Moderate
2026-08-01 09:36:00,27,3.54,20.61,20.27,0.41,20.6,24.79,Normal
2026-08-01 09:37:00,31,2.86,34.62,17.67,0.58,28.4,40.02,Normal
2026-08-01 09:38:00,10,6.02,32.86,19.17,0.25,32.98,38.11,Normal
2026-08-01 09:39:00,80,23.7,78.97,147.75,5.3,91.39,103.74,High
2026-08-01 09:40:00,99,18.68,85.89,165.21,7.12,89.49,106.09,High
2026-08-01 09:41:00,76,18.66,54.31,22.84,3.43,62.96,73.72,Moderate
2026-08-01 09:42:00,21,5.29,15.35,17.9,0.37,13.67,22.81,Normal
2026-08-01 09:43:00,91,24.06,93.69,137.87,3.32,93.29,118.75,High
2026-08-01 09:44:00,50,13.27,34.09,56.21,3.05,38.08,47.0,Moderate
2026-08-01 09:45:00,32,19.36,45.92,66.04,1.65,51.27,64.81,Moderate
2026-08-01 09:46:00,15,6.5,7.92,18.77,0.9,11.82,12.22,Normal
2026-08-01 09:47:00,29,7.38,36.39,13.82,0.36,37.04,43.77,Normal
2026-08-01 09:48:00,21,1.8,21.29,18.81,0.41,16.01,22.63,Normal
2026-08-01 09:49:00,132,26.55,93.86,119.59,6.3,98.29,117.41,High
2026-08-01 09:50:00,14,3.72,31.83,21.84,0.17,29.34,36.04,Normal
2026-08-01 09:51:00,22,3.93,28.98,8.56,0.0,24.93,31.85,Normal
2026-08-01 09:52:00,21,9.75,18.27,7.57,0.35,22.37,25.77,Normal
2026-08-01 09:53:00,57,1.37,53.7,61.55,3.71,46.41,54.16,Moderate
2026-08-01 09:54:00,14,3.84,20.69,4.35,0.46,18.41,24.3,Normal
2026-08-01 09:55:00,82,19.91,83.52,126.51,8.52,88.29,100.76,High
2026-08-01 09:56:00,36,22.61,44.05,74.91,2.09,54.49,64.78,Moderate
2026-08-01 09:57:00,32,13.19,52.88,56.64,1.97,52.17,65.64,Moderate
2026-08-01 09:58:00,17,2.26,29.32,16.86,0.1,25.54,31.8,Normal
2026-08-01 09:59:00,52,15.53,69.73,38.32,2.6,69.9,83.71,Moderate
2026-08-01 10:00:00,78,17.46,46.1,46.38,1.44,51.84,62.25,Moderate
2026-08-01 10:01:00,71,16.14,65.19,83.65,4.04,67.92,79.27,Moderate
2026-08-01 10:02:00,15,3.74,15.78,11.66,0.04,13.83,19.23,Normal
2026-08-01 10:03:00,26,3.16,28.74,34.86,0.19,23.99,32.05,Normal
2026-08-01 10:04:00,21,5.59,30.96,9.92,0.35,33.38,34.31,Normal
2026-08-01 10:05:00,20,5.19,28.47,3.38,0.05,30.48,35.04,Normal
2026-08-01 10:06:00,35,5.6,9.26,24.09,0.0,12.94,14.85,Normal
2026-08-01 10:07:00,34,1.3,19.59,16.05,0.22,16.28,20.59,Normal
2026-08-01 10:08:00,34,5.88,21.68,16.17,0.2,19.13,27.75,Normal
2026-08-01 10:09:00,35,13.0,57.72,58.6,2.86,54.99,66.82,Moderate
2026-08-01 10:10:00,27,5.34,21.94,15.23,0.47,23.7,29.15,Normal
2026-08-01 10:11:00,89,9.25,78.87,171.92,10.05,71.67,89.41,High
2026-08-01 10:12:00,38,20.79,62.33,44.86,1.8,69.38,84.61,Moderate
2026-08-01 10:13:00,14,5.83,13.06,21.47,0.32,15.22,19.33,Normal
2026-08-01 10:14:00,66,10.06,41.19,58.16,2.79,40.09,48.26,Moderate
2026-08-01 10:15:00,28,5.07,5.7,11.29,0.2,7.69,12.09,Normal
2026-08-01 10:16:00,86,28.7,78.41,161.63,5.27,91.35,106.78,High
2026-08-01 10:17:00,25,2.21,25.15,21.93,0.03,24.84,30.18,Normal
2026-08-01 10:18:00,63,11.95,53.89,68.18,1.67,56.61,66.31,Moderate
2026-08-01 10:19:00,32,3.77,17.51,10.83,0.03,19.19,17.62,Normal
2026-08-01 10:20:00,33,1.75,33.4,22.35,0.66,29.49,34.24,Normal
2026-08-01 10:21:00,19,5.53,5.94,11.62,0.35,10.64,8.35,Normal
2026-08-01 10:22:00,68,16.04,72.6,69.54,6.33,70.77,87.48,High
2026-08-01 10:23:00,31,10.75,57.44,41.86,1.5,58.03,70.33,Moderate
2026-08-01 10:24:00,21,2.68,26.95,18.19,0.34,25.56,28.69,Normal
2026-08-01 10:25:00,5,6.02,15.76,21.31,0.0,12.05,24.16,Normal
2026-08-01 10:26:00,19,4.37,30.2,9.2,0.03,24.96,36.62,Normal
2026-08-01 10:27:00,17,4.89,31.03,10.85,0.15,31.67,33.89,Normal
2026-08-01 10:28:00,35,4.19,8.25,12.82,0.62,13.57,9.74,Normal
2026-08-01 10:29:00,10,2.68,21.73,13.94,0.1,20.53,21.86,Normal
2026-08-01 10:30:00,30,11.1,25.84,30.96,1.32,29.04,35.12,Moderate
2026-08-01 10:31:00,124,24.39,106.01,153.59,2.56,100.0,129.1,High
2026-08-01 10:32:00,14,2.59,29.26,16.28,0.15,25.27,32.19,Normal
2026-08-01 10:33:00,76,11.82,48.75,46.98,2.44,50.3,61.05,Moderate
2026-08-01 10:34:00,11,4.53,28.37,16.16,0.33,24.74,36.29,Normal
2026-08-01 10:35:00,51,3.53,61.24,61.26,3.42,54.32,65.75,Moderate
2026-08-01 10:36:00,28,4.5,22.25,13.28,0.23,20.75,27.14,Normal
2026-08-01 10:37:00,74,6.2,42.32,63.86,2.49,42.37,48.99,Moderate
2026-08-01 10:38:00,40,14.52,56.7,56.63,1.52,58.45,75.65,Moderate
2026-08-01 10:39:00,71,15.17,44.01,61.78,0.74,49.13,61.42,Moderate
2026-08-01 10:40:00,7,6.25,31.51,10.41,0.74,31.45,39.08,Normal
2026-08-01 10:41:00,103,25.12,101.08,144.02,5.35,100.0,127.36,High
2026-08-01 10:42:00,27,5.26,15.68,17.58,0.0,18.58,18.0,Normal
2026-08-01 10:43:00,20,5.41,1.18,15.13,0.63,6.82,5.61,Normal
2026-08-01 10:44:00,37,16.68,53.36,51.06,2.9,58.96,68.06,Moderate
2026-08-01 10:45:00,5,6.32,29.38,29.5,0.11,27.76,32.94,Normal
2026-08-01 10:46:00,28,13.51,57.98,41.16,2.69,61.89,69.04,Moderate
2026-08-01 10:47:00,59,14.83,86.29,66.75,1.56,83.06,97.5,Moderate
2026-08-01 10:48:00,17,8.44,10.42,19.64,0.39,15.38,18.25,Normal
2026-08-01 10:49:00,126,23.77,93.57,163.57,6.51,94.98,116.66,High
2026-08-01 10:50:00,28,5.11,19.91,10.28,0.29,16.54,25.13,Normal
2026-08-01 10:51:00,12,5.81,14.68,20.32,0.01,19.12,20.81,Normal
2026-08-01 10:52:00,15,4.06,21.24,14.22,0.42,22.34,25.69,Normal
2026-08-01 10:53:00,144,29.73,83.58,148.31,8.96,92.82,115.06,High
2026-08-01 10:54:00,20,5.51,34.35,7.71,0.12,32.66,41.41,Normal
2026-08-01 10:55:00,7,7.8,17.9,11.72,0.1,22.2,26.13,Normal
2026-08-01 10:56:00,31,5.4,29.29,20.94,0.24,29.12,34.81,Normal
2026-08-01 10:57:00,68,29.41,84.58,164.43,7.11,95.13,112.37,High
2026-08-01 10:58:00,97,39.45,84.32,126.67,8.06,100.0,125.9,High
2026-08-01 10:59:00,55,11.11,80.05,62.86,1.28,76.47,90.46,Moderate
2026-08-01 11:00:00,113,32.81,85.83,141.68,6.17,99.66,124.05,High
2026-08-01 11:01:00,79,19.14,73.37,112.01,9.34,77.34,91.78,High
2026-08-01 11:02:00,14,3.31,27.85,11.55,0.36,26.63,32.36,Normal
2026-08-01 11:03:00,13,6.35,15.52,13.54,0.17,20.84,19.99,Normal
2026-08-01 11:04:00,40,19.24,59.26,100.19,0.46,64.18,77.02,Moderate
2026-08-01 11:05:00,54,7.61,41.79,53.51,0.91,41.27,50.07,Moderate
2026-08-01 11:06:00,19,6.21,26.06,15.76,0.83,23.16,32.74,Normal
2026-08-01 11:07:00,26,1.52,13.98,18.1,0.27,16.94,14.56,Normal
2026-08-01 11:08:00,78,8.34,60.71,43.01,2.03,53.84,69.4,Moderate
2026-08-01 11:09:00,21,5.03,20.56,16.71,0.1,20.97,24.51,Normal
2026-08-01 11:10:00,66,31.57,89.26,134.7,5.86,100.0,121.7,High
2026-08-01 11:11:00,16,6.58,18.53,23.88,0.62,19.19,28.66,Normal
2026-08-01 11:12:00,5,4.8,22.09,14.1,0.0,20.88,27.08,Normal
2026-08-01 11:13:00,32,9.03,53.03,41.51,2.21,52.88,62.36,Moderate
2026-08-01 11:14:00,9,5.97,24.22,11.53,0.0,23.31,33.35,Normal
2026-08-01 11:15:00,31,4.92,13.65,17.46,0.07,17.93,17.96,Normal
2026-08-01 11:16:00,35,17.71,35.28,65.38,1.44,42.67,49.82,Moderate
2026-08-01 11:17:00,125,32.16,81.34,108.72,6.79,89.82,114.85,High
2026-08-01 11:18:00,32,5.66,12.54,19.48,0.57,10.42,19.31,Normal
2026-08-01 11:19:00,18,5.28,15.72,16.83,0.42,18.72,22.58,Normal
2026-08-01 11:20:00,31,10.72,29.84,64.25,1.02,35.62,41.83,Moderate
2026-08-01 11:21:00,130,2.55,83.52,100.27,11.72,67.76,84.98,High
2026-08-01 11:22:00,30,7.21,22.11,19.66,0.41,25.83,30.04,Normal
2026-08-01 11:23:00,22,6.94,40.22,8.52,0.41,41.71,49.44,Normal
2026-08-01 11:24:00,34,6.86,31.32,33.44,0.11,31.2,37.16,Normal
2026-08-01 11:25:00,13,3.22,18.08,1.42,0.19,16.76,22.04,Normal
2026-08-01 11:26:00,32,7.58,22.11,19.57,0.51,27.48,30.25,Normal
2026-08-01 11:27:00,54,15.48,52.67,63.49,1.74,61.26,68.96,Moderate
2026-08-01 11:28:00,15,7.52,25.36,24.84,0.3,28.43,28.1,Normal
2026-08-01 11:29:00,21,7.94,4.24,19.02,0.55,7.05,10.38,Normal
2026-08-01 11:30:00,51,10.54,51.6,59.27,4.49,53.88,63.81,Moderate
2026-08-01 11:31:00,34,20.4,62.13,55.15,0.15,70.39,82.15,Moderate
2026-08-01 11:32:00,11,3.62,20.59,27.01,0.49,21.41,25.51,Normal
2026-08-01 11:33:00,85,13.99,51.55,40.22,0.03,55.27,65.84,Moderate
2026-08-01 11:34:00,78,20.85,70.86,43.03,1.68,81.49,92.67,Moderate
2026-08-01 11:35:00,45,18.6,69.76,52.18,1.21,71.43,89.94,Moderate
2026-08-01 11:36:00,8,8.19,21.08,15.87,0.0,22.99,30.28,Normal
2026-08-01 11:37:00,11,4.83,22.34,16.36,0.5,21.61,24.1,Normal
2026-08-01 11:38:00,144,12.74,74.63,168.4,9.81,68.89,87.28,High
2026-08-01 11:39:00,26,1.68,27.65,19.85,0.08,23.56,27.01,Normal
2026-08-01 11:40:00,19,6.18,16.85,15.32,0.55,17.79,23.59,Normal
2026-08-01 11:41:00,17,1.71,15.07,19.74,0.21,12.91,12.03,Normal
2026-08-01 11:42:00,45,4.49,70.91,36.38,3.0,61.34,78.11,Moderate
2026-08-01 11:43:00,72,28.31,74.41,63.55,2.35,88.71,102.17,High
2026-08-01 11:44:00,15,7.27,22.81,30.64,0.16,28.71,30.04,Normal
2026-08-01 11:45:00,69,31.19,63.73,109.36,7.26,77.19,94.44,High
2026-08-01 11:46:00,22,3.03,8.59,19.66,0.55,9.83,11.37,Normal
2026-08-01 11:47:00,31,8.14,58.85,69.1,2.74,55.08,72.2,Moderate
2026-08-01 11:48:00,63,17.1,61.23,49.97,1.64,63.61,79.41,Moderate
2026-08-01 11:49:00,26,5.18,18.72,23.98,0.15,16.08,20.21,Normal
2026-08-01 11:50:00,26,4.69,11.49,10.87,0.12,12.61,14.64,Normal
2026-08-01 11:51:00,12,6.32,32.58,18.1,0.18,33.08,38.04,Normal
2026-08-01 11:52:00,69,24.26,71.11,73.89,7.53,78.91,96.89,High
2026-08-01 11:53:00,80,8.59,73.8,61.26,1.97,68.43,82.19,Moderate
2026-08-01 11:54:00,92,33.64,92.18,144.92,9.04,100.0,124.42,High
2026-08-01 11:55:00,55,18.45,42.86,91.16,1.89,50.0,56.92,Moderate
2026-08-01 11:56:00,22,5.5,26.42,24.05,0.42,28.44,34.36,Normal
2026-08-01 11:57:00,67,14.79,70.26,71.58,1.72,74.29,83.85,Moderate
2026-08-01 11:58:00,19,5.25,28.44,14.48,0.3,29.18,36.56,Normal
2026-08-01 11:59:00,25,4.57,8.31,28.69,0.25,14.52,9.28,Normal
2026-08-01 12:00:00,69,11.14,51.16,74.24,1.51,53.0,64.6,Moderate
2026-08-01 12:01:00,36,13.73,54.94,55.38,2.94,53.98,66.93,Moderate
2026-08-01 12:02:00,16,5.96,27.05,20.45,0.22,27.42,34.59,Normal
2026-08-01 12:03:00,17,4.38,18.1,30.12,0.0,15.37,23.48,Normal
2026-08-01 12:04:00,43,2.57,46.8,63.84,1.66,42.82,45.17,Moderate
2026-08-01 12:05:00,141,34.43,99.22,157.56,7.12,100.0,136.31,High
2026-08-01 12:06:00,60,14.01,40.7,64.59,0.37,50.14,55.65,Moderate
2026-08-01 12:07:00,33,7.95,27.12,19.1,0.28,27.59,35.83,Normal
2026-08-01 12:08:00,12,7.74,32.13,12.05,0.54,33.91,39.7,Normal
2026-08-01 12:09:00,19,6.99,25.68,18.5,0.65,28.47,33.29,Normal
2026-08-01 12:10:00,35,15.35,77.9,68.69,0.55,80.19,91.61,Moderate
2026-08-01 12:11:00,137,10.6,85.44,181.34,5.64,79.86,98.87,High
2026-08-01 12:12:00,33,3.21,31.43,12.04,0.25,26.2,36.29,Normal
2026-08-01 12:13:00,17,6.65,8.66,14.38,0.2,11.39,11.59,Normal
2026-08-01 12:14:00,12,3.46,29.44,27.94,0.13,30.49,31.53,Normal
2026-08-01 12:15:00,55,10.24,54.54,55.67,3.22,52.35,67.71,Moderate
2026-08-01 12:16:00,35,8.07,53.08,57.16,2.0,53.37,63.43,Moderate
2026-08-01 12:17:00,12,4.57,19.37,21.99,0.15,19.77,25.12,Normal
2026-08-01 12:18:00,27,7.89,14.35,17.06,0.71,19.12,21.21,Normal
2026-08-01 12:19:00,74,7.71,80.71,29.53,3.16,73.65,86.77,Moderate
2026-08-01 12:20:00,21,3.1,24.15,16.92,0.41,21.3,25.23,Normal
2026-08-01 12:21:00,85,5.86,47.83,51.66,2.11,44.2,52.89,Moderate
2026-08-01 12:22:00,32,6.38,16.75,26.62,0.18,18.8,24.11,Normal
2026-08-01 12:23:00,5,8.13,24.92,21.05,0.0,30.01,33.96,Normal
2026-08-01 12:24:00,83,19.17,93.95,93.01,7.35,93.78,109.6,High
2026-08-01 12:25:00,28,1.18,32.29,10.32,0.04,27.16,33.35,Normal
2026-08-01 12:26:00,33,5.99,29.63,18.87,0.4,31.4,33.9,Normal
2026-08-01 12:27:00,31,6.67,13.1,25.12,0.35,17.28,19.42,Normal
2026-08-01 12:28:00,30,4.77,24.42,17.7,0.48,22.05,29.04,Normal
2026-08-01 12:29:00,35,5.14,20.87,18.69,0.34,19.5,28.08,Normal
2026-08-01 12:30:00,7,1.53,32.32,19.08,0.15,26.4,33.11,Normal
2026-08-01 12:31:00,24,8.68,20.64,10.41,0.01,27.89,26.72,Normal
2026-08-01 12:32:00,7,4.19,21.79,12.33,0.24,24.44,30.91,Normal
2026-08-01 12:33:00,60,16.24,41.76,45.53,0.4,50.66,60.04,Moderate
2026-08-01 12:34:00,73,12.17,46.36,69.25,2.35,45.53,57.74,Moderate
2026-08-01 12:35:00,10,7.16,22.91,10.81,0.46,26.56,30.73,Normal
2026-08-01 12:36:00,23,1.77,16.44,14.8,0.52,13.79,17.13,Normal
2026-08-01 12:37:00,6,8.51,7.43,22.95,0.49,14.43,17.87,Normal
2026-08-01 12:38:00,95,21.01,80.03,237.22,8.39,85.13,100.11,High
2026-08-01 12:39:00,120,34.53,69.87,121.86,8.25,87.77,106.53,High
2026-08-01 12:40:00,7,4.89,22.09,14.54,0.19,22.26,29.93,Normal
2026-08-01 12:41:00,28,3.97,15.71,24.6,0.47,15.89,20.8,Normal
2026-08-01 12:42:00,11,4.48,16.85,23.82,0.52,16.07,19.37,Normal
2026-08-01 12:43:00,14,8.45,22.87,6.51,0.37,24.83,28.57,Normal
2026-08-01 12:44:00,32,10.33,46.95,58.11,1.52,49.3,54.36,Moderate
2026-08-01 12:45:00,13,6.69,28.02,8.76,0.37,26.86,36.06,Normal
2026-08-01 12:46:00,26,8.68,21.07,29.55,0.0,22.96,34.74,Normal
2026-08-01 12:47:00,8,6.94,29.85,12.03,0.42,31.76,36.57,Normal
2026-08-01 12:48:00,14,5.15,31.57,16.99,0.57,32.06,37.88,Normal
2026-08-01 12:49:00,9,2.91,16.68,14.59,0.14,18.28,21.17,Normal
2026-08-01 12:50:00,45,19.84,69.17,61.65,1.26,74.06,92.16,Moderate
2026-08-01 12:51:00,9,4.32,23.01,12.66,0.0,21.21,28.6,Normal
2026-08-01 12:52:00,105,15.2,68.97,162.85,10.82,71.28,84.29,High
2026-08-01 12:53:00,16,3.64,7.25,11.56,0.0,4.59,11.13,Normal
2026-08-01 12:54:00,75,8.84,45.55,63.95,2.28,46.84,56.18,Moderate
2026-08-01 12:55:00,84,23.99,95.69,155.62,8.28,98.94,119.96,High
2026-08-01 12:56:00,133,26.95,72.19,141.71,5.34,80.2,97.82,High
2026-08-01 12:57:00,56,13.39,63.75,45.06,2.73,61.47,76.02,Moderate
2026-08-01 12:58:00,85,10.96,45.55,58.62,3.03,44.69,56.55,Moderate
2026-08-01 12:59:00,36,10.58,58.53,86.32,2.0,58.3,64.63,Moderate
2026-08-01 13:00:00,70,22.15,70.91,42.7,2.82,78.0,91.62,Moderate
2026-08-01 13:01:00,8,3.71,11.82,13.94,0.52,13.49,17.13,Normal
2026-08-01 13:02:00,6,3.51,19.51,23.22,0.59,17.67,25.13,Normal
2026-08-01 13:03:00,19,1.47,0.1,26.53,0.2,4.59,0.1,Normal
2026-08-01 13:04:00,93,21.95,82.29,140.38,7.57,87.71,107.44,High
2026-08-01 13:05:00,7,7.34,27.81,10.98,0.49,24.26,34.56,Normal
2026-08-01 13:06:00,23,6.06,13.86,18.68,0.35,14.06,23.82,Normal
2026-08-01 13:07:00,53,14.52,51.67,46.96,2.03,57.98,62.99,Moderate
2026-08-01 13:08:00,8,4.94,38.25,24.17,0.29,34.82,43.12,Normal
2026-08-01 13:09:00,26,5.64,22.95,13.29,0.27,28.42,27.37,Normal
2026-08-01 13:10:00,11,4.61,34.36,19.56,0.0,32.9,38.08,Normal
2026-08-01 13:11:00,32,5.44,34.69,26.3,0.46,33.33,43.39,Normal
2026-08-01 13:12:00,14,3.47,18.12,10.74,0.88,17.32,23.22,Normal
2026-08-01 13:13:00,16,6.38,31.99,29.8,0.0,31.05,37.84,Normal
2026-08-01 13:14:00,5,4.46,30.48,22.44,0.89,28.28,34.24,Normal
2026-08-01 13:15:00,23,6.97,22.95,14.6,0.14,25.69,32.04,Normal
2026-08-01 13:16:00,17,0.91,17.75,10.65,0.68,14.03,19.46,Normal
2026-08-01 13:17:00,78,13.07,49.96,69.04,0.78,53.06,61.34,Moderate
2026-08-01 13:18:00,14,2.54,26.57,20.14,0.57,24.54,30.09,Normal
2026-08-01 13:19:00,120,18.16,80.85,142.48,10.15,80.72,98.77,High
2026-08-01 13:20:00,130,21.39,84.41,161.99,8.31,91.01,107.57,High
2026-08-01 13:21:00,25,3.13,29.97,12.58,0.28,25.31,32.2,Normal
